label,source,treatment,true_ate,n,ols_ate,ols_p,dml_ate,dml_p,dml_method,placebo_ate,placebo_p,cate_size,cate_vol,note
TOY,synthetic_toy,sue_proxy,0.05,400,0.049228,0.0,0.049149,0.0,pedagogical_dml,0.004177,0.221743,"{""large"": {""ate"": 0.043619972917589865, ""p"": 3.989641491869582e-21, ""n"": 133}, ""mid"": {""ate"": 0.050553280361469256, ""p"": 7.668573529627127e-29, ""n"": 133}, ""small"": {""ate"": 0.05233627762826946, ""p"": 9.87252596121504e-24, ""n"": 134}}","{""high"": {""ate"": 0.049710341828103, ""p"": 1.052153146062552e-23, ""n"": 133}, ""low"": {""ate"": 0.050971065519121186, ""p"": 2.1381819193004967e-32, ""n"": 134}, ""mid"": {""ate"": 0.04511539296086723, ""p"": 1.2969836814198397e-22, ""n"": 133}}",TOY simulation; sue_proxy is not I/B/E/S SUE; no WRDS
